,match_number,match_team1,match_team2,match_team1_goals,match_team2_goals,match_time,match_nature
0,16368,Northern Ireland,Estonia,2,0,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16367,Croatia,Azerbaijan,2,1,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16366,Slovakia,Hungary,2,0,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16365,Austria,Poland,0,1,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16364,North Macedonia,Latvia,3,1,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16363,Israel,Slovenia,1,1,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16362,Belgium,Russia,3,1,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16361,Kosovo,Denmark,2,2,21 Mar 2019,Friendly International
0,16360,Cyprus,San Marino,5,0,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16359,Kazakhstan,Scotland,3,0,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16358,Wales,Trinidad & Tobago,1,0,20 Mar 2019,Friendly International
0,16357,Germany,Serbia,1,1,20 Mar 2019,Friendly International
0,16356,Kazakhstan,Moldova,1,0,21 Feb 2019,Friendly International
0,16355,Estonia,Iceland,0,0,15 Jan 2019,Friendly International
0,16354,Iceland,Sweden,2,2,11 Jan 2019,Friendly International
0,16353,Estonia,Finland,2,1,11 Jan 2019,Friendly International
0,16352,Finland,Sweden,1,0,08 Jan 2019,Friendly International
0,16351,France,Uruguay,1,0,20 Nov 2018,Friendly International
0,16350,Portugal,Poland,1,1,20 Nov 2018,"2018-19 UEFA Nations League, Group A3"
0,16349,Serbia,Lithuania,4,1,20 Nov 2018,"2018-19 UEFA Nations League, Group C4"
0,16348,Montenegro,Romania,0,1,20 Nov 2018,"2018-19 UEFA Nations League, Group C4"
0,16347,Sweden,Russia,2,0,20 Nov 2018,"2018-19 UEFA Nations League, Group B2"
0,16346,Scotland,Israel,3,2,20 Nov 2018,"2018-19 UEFA Nations League, Group C1"
0,16345,Kosovo,Azerbaijan,4,0,20 Nov 2018,"2018-19 UEFA Nations League, Group D3"
0,16344,Malta,Faroe Islands,1,1,20 Nov 2018,"2018-19 UEFA Nations League, Group D3"
0,16343,Italy,United States,1,0,20 Nov 2018,Friendly International
0,16342,Albania,Wales,1,0,20 Nov 2018,Friendly International
0,16341,Turkey,Ukraine,0,0,20 Nov 2018,Friendly International
0,16340,Germany,Netherlands,2,2,19 Nov 2018,"2018-19 UEFA Nations League, Group A1"
0,16339,Czech Republic,Slovakia,1,0,19 Nov 2018,"2018-19 UEFA Nations League, Group B1"
0,16338,Denmark,Rep. of Ireland,0,0,19 Nov 2018,"2018-19 UEFA Nations League, Group B4"
0,16337,Cyprus,Norway,0,2,19 Nov 2018,"2018-19 UEFA Nations League, Group C3"
0,16336,Bulgaria,Slovenia,1,1,19 Nov 2018,"2018-19 UEFA Nations League, Group C3"
0,16335,Liechtenstein,Armenia,2,2,19 Nov 2018,"2018-19 UEFA Nations League, Group D4"
0,16334,Macedonia,Gibraltar,4,0,19 Nov 2018,"2018-19 UEFA Nations League, Group D4"
0,16333,Qatar,Iceland,2,2,19 Nov 2018,Friendly International
0,16332,Georgia,Kazakhstan,2,1,19 Nov 2018,"2018-19 UEFA Nations League, Group D1"
0,16331,Andorra,Latvia,0,0,19 Nov 2018,"2018-19 UEFA Nations League, Group D1"
0,16330,Switzerland,Belgium,5,2,18 Nov 2018,"2018-19 UEFA Nations League, Group A2"
0,16329,Hungary,Finland,2,0,18 Nov 2018,"2018-19 UEFA Nations League, Group C2"
0,16328,Greece,Estonia,0,1,18 Nov 2018,"2018-19 UEFA Nations League, Group C2"
0,16327,Spain,Bosnia & Herzegovina,1,0,18 Nov 2018,Friendly International
0,16326,Northern Ireland,Austria,1,2,18 Nov 2018,"2018-19 UEFA Nations League, Group B3"
0,16325,San Marino,Belarus,0,2,18 Nov 2018,"2018-19 UEFA Nations League, Group D2"
0,16324,Moldova,Luxembourg,1,1,18 Nov 2018,"2018-19 UEFA Nations League, Group D2"
0,16323,England,Croatia,2,1,18 Nov 2018,"2018-19 UEFA Nations League, Group A4"
0,16322,Romania,Lithuania,3,0,17 Nov 2018,"2018-19 UEFA Nations League, Group C4"
0,16321,Italy,Portugal,0,0,17 Nov 2018,"2018-19 UEFA Nations League, Group A3"
0,16320,Albania,Scotland,0,4,17 Nov 2018,"2018-19 UEFA Nations League, Group C1"
0,16319,Turkey,Sweden,0,1,17 Nov 2018,"2018-19 UEFA Nations League, Group B2"
0,16318,Azerbaijan,Faroe Islands,2,0,17 Nov 2018,"2018-19 UEFA Nations League, Group D3"
0,16317,Malta,Kosovo,0,5,17 Nov 2018,"2018-19 UEFA Nations League, Group D3"
0,16316,Serbia,Montenegro,2,1,17 Nov 2018,"2018-19 UEFA Nations League, Group C4"
0,16315,Slovakia,Ukraine,4,1,16 Nov 2018,"2018-19 UEFA Nations League, Group B1"
0,16314,Netherlands,France,2,0,16 Nov 2018,"2018-19 UEFA Nations League, Group A1"
0,16313,Wales,Denmark,1,2,16 Nov 2018,"2018-19 UEFA Nations League, Group B4"
0,16312,Cyprus,Bulgaria,1,1,16 Nov 2018,"2018-19 UEFA Nations League, Group C3"
0,16311,Slovenia,Norway,1,1,16 Nov 2018,"2018-19 UEFA Nations League, Group C3"
0,16310,Liechtenstein,Macedonia,0,2,16 Nov 2018,"2018-19 UEFA Nations League, Group D4"
0,16309,Gibraltar,Armenia,2,6,16 Nov 2018,"2018-19 UEFA Nations League, Group D4"
0,16308,England,United States,3,0,15 Nov 2018,Friendly International
0,16307,Belgium,Iceland,2,0,15 Nov 2018,"2018-19 UEFA Nations League, Group A2"
0,16306,Croatia,Spain,3,2,15 Nov 2018,"2018-19 UEFA Nations League, Group A4"
0,16305,Austria,Bosnia & Herzegovina,0,0,15 Nov 2018,"2018-19 UEFA Nations League, Group B3"
0,16304,Greece,Finland,1,0,15 Nov 2018,"2018-19 UEFA Nations League, Group C2"
0,16303,Hungary,Estonia,2,0,15 Nov 2018,"2018-19 UEFA Nations League, Group C2"
0,16302,San Marino,Moldova,0,1,15 Nov 2018,"2018-19 UEFA Nations League, Group D2"
0,16301,Luxembourg,Belarus,0,2,15 Nov 2018,"2018-19 UEFA Nations League, Group D2"
0,16300,Andorra,Georgia,1,1,15 Nov 2018,"2018-19 UEFA Nations League, Group D1"
0,16299,Rep. of Ireland,Northern Ireland,0,0,15 Nov 2018,Friendly International
0,16298,Germany,Russia,3,0,15 Nov 2018,Friendly International
0,16297,Israel,Guatemala,7,0,15 Nov 2018,Friendly International
0,16296,Poland,Czech Republic,0,1,15 Nov 2018,Friendly International
0,16295,Kazakhstan,Latvia,1,1,15 Nov 2018,"2018-19 UEFA Nations League, Group D1"
0,16294,Switzerland,Qatar,0,1,14 Nov 2018,Friendly International
0,16293,Ukraine,Czech Republic,1,0,16 Oct 2018,"2018-19 UEFA Nations League, Group B1"
0,16292,France,Germany,2,1,16 Oct 2018,"2018-19 UEFA Nations League, Group A1"
0,16291,Rep. of Ireland,Wales,0,1,16 Oct 2018,"2018-19 UEFA Nations League, Group B4"
0,16290,Norway,Bulgaria,1,0,16 Oct 2018,"2018-19 UEFA Nations League, Group C3"
0,16289,Slovenia,Cyprus,1,1,16 Oct 2018,"2018-19 UEFA Nations League, Group C3"
0,16288,Latvia,Georgia,0,3,16 Oct 2018,"2018-19 UEFA Nations League, Group D1"
0,16287,Gibraltar,Liechtenstein,2,1,16 Oct 2018,"2018-19 UEFA Nations League, Group D4"
0,16286,Sweden,Slovakia,1,1,16 Oct 2018,Friendly International
0,16285,Denmark,Austria,2,0,16 Oct 2018,Friendly International
0,16284,Belgium,Netherlands,1,1,16 Oct 2018,Friendly International
0,16283,Armenia,Macedonia,4,0,16 Oct 2018,"2018-19 UEFA Nations League, Group D4"
0,16282,Kazakhstan,Andorra,4,0,16 Oct 2018,"2018-19 UEFA Nations League, Group D1"
0,16281,Iceland,Switzerland,1,2,15 Oct 2018,"2018-19 UEFA Nations League, Group A2"
0,16280,Spain,England,2,3,15 Oct 2018,"2018-19 UEFA Nations League, Group A4"
0,16279,Bosnia & Herzegovina,Northern Ireland,2,0,15 Oct 2018,"2018-19 UEFA Nations League, Group B3"
0,16278,Estonia,Hungary,3,3,15 Oct 2018,"2018-19 UEFA Nations League, Group C2"
0,16277,Finland,Greece,2,0,15 Oct 2018,"2018-19 UEFA Nations League, Group C2"
0,16276,Belarus,Moldova,0,0,15 Oct 2018,"2018-19 UEFA Nations League, Group D2"
0,16275,Luxembourg,San Marino,3,0,15 Oct 2018,"2018-19 UEFA Nations League, Group D2"
0,16274,Croatia,Jordan,2,1,15 Oct 2018,Friendly International
0,16273,Poland,Italy,0,1,14 Oct 2018,"2018-19 UEFA Nations League, Group A3"
0,16272,Lithuania,Montenegro,1,4,14 Oct 2018,"2018-19 UEFA Nations League, Group C4"
0,16271,Israel,Albania,2,0,14 Oct 2018,"2018-19 UEFA Nations League, Group C1"
0,16270,Russia,Turkey,2,0,14 Oct 2018,"2018-19 UEFA Nations League, Group B2"
0,16269,Azerbaijan,Malta,1,1,14 Oct 2018,"2018-19 UEFA Nations League, Group D3"
0,16268,Faroe Islands,Kosovo,1,1,14 Oct 2018,"2018-19 UEFA Nations League, Group D3"
0,16267,Scotland,Portugal,1,3,14 Oct 2018,Friendly International
0,16266,Romania,Serbia,0,0,14 Oct 2018,"2018-19 UEFA Nations League, Group C4"
0,16265,Netherlands,Germany,3,0,13 Oct 2018,"2018-19 UEFA Nations League, Group A1"
