"","match_id","team1","team2","team1goals","team2goals","team1rank","team2rank","team1points","team2points","diff_goal_abs","diff_goal_ratio","diff_rank","diff_point_abs","diff_point_ratio"
"1385",16194,"Germany","France",0,0,8,2,1609,1757,0,NA,-6,-148,0.915765509391007
"1386",16194,"France","Germany",0,0,2,8,1757,1609,0,NA,6,148,1.09198259788689
"1387",16192,"Slovenia","Bulgaria",1,2,33,36,1369,1339,-1,0.5,3,30,1.02240477968633
"1388",16192,"Bulgaria","Slovenia",2,1,36,33,1339,1369,1,2,-3,-30,0.978086194302411
"1389",16191,"Norway","Cyprus",2,0,23,42,1452,1240,2,Inf,19,212,1.17096774193548
"1390",16191,"Cyprus","Norway",0,2,42,23,1240,1452,-2,0,-19,-212,0.853994490358127
"1391",16190,"Latvia","Andorra",0,0,49,50,1081,1034,0,NA,1,47,1.04545454545455
"1392",16190,"Andorra","Latvia",0,0,50,49,1034,1081,0,NA,-1,-47,0.956521739130435
"1393",16188,"Austria","Sweden",2,0,15,13,1523,1569,2,Inf,-2,-46,0.97068196303378
"1394",16188,"Sweden","Austria",0,2,13,15,1569,1523,-2,0,2,46,1.03020354563362
"1395",16187,"Portugal","Croatia",1,1,4,10,1666,1605,0,1,6,61,1.03800623052959
"1396",16187,"Croatia","Portugal",1,1,10,4,1605,1666,0,1,-6,-61,0.963385354141657
"1397",16185,"Czech Republic","Ukraine",1,2,22,16,1458,1514,-1,0.5,-6,-56,0.963011889035667
"1398",16185,"Ukraine","Czech Republic",2,1,16,22,1514,1458,1,2,6,56,1.03840877914952
"1399",16184,"Armenia","Liechtenstein",2,1,39,53,1273,911,1,2,14,362,1.397365532382
"1400",16184,"Liechtenstein","Armenia",1,2,53,39,911,1273,-1,0.5,-14,-362,0.715632364493323
"1401",16183,"Kazakhstan","Georgia",0,2,47,40,1147,1259,-2,0,-7,-112,0.911040508339952
"1402",16183,"Georgia","Kazakhstan",2,0,40,47,1259,1147,2,Inf,7,112,1.0976460331299
"1403",16182,"Slovakia","Denmark",3,0,19,7,1475,1631,3,Inf,-12,-156,0.904353157572042
"1404",16182,"Denmark","Slovakia",0,3,7,19,1631,1475,-3,0,12,156,1.10576271186441
"1405",16180,"Croatia","France",2,4,10,2,1605,1757,-2,0.5,-8,-152,0.91348890153671
"1406",16180,"France","Croatia",4,2,2,10,1757,1605,2,2,8,152,1.09470404984424
"1407",16179,"Belgium","England",2,0,1,3,1783,1686,2,Inf,2,97,1.05753262158956
"1408",16179,"England","Belgium",0,2,3,1,1686,1783,-2,0,-2,-97,0.94559730790802
"1409",16178,"Croatia","England",2,1,10,3,1605,1686,1,2,-7,-81,0.951957295373665
"1410",16178,"England","Croatia",1,2,3,10,1686,1605,-1,0.5,7,81,1.05046728971963
"1411",16177,"Belgium","France",0,1,1,2,1783,1757,-1,0,1,26,1.01479795105293
"1412",16177,"France","Belgium",1,0,2,1,1757,1783,1,Inf,-1,-26,0.985417835109366
"1413",16176,"Russia","Croatia",2,2,21,10,1462,1605,0,1,-11,-143,0.910903426791277
"1414",16176,"Croatia","Russia",2,2,10,21,1605,1462,0,1,11,143,1.09781121751026
"1415",16175,"England","Sweden",2,0,3,13,1686,1569,2,Inf,10,117,1.07456978967495
"1416",16175,"Sweden","England",0,2,13,3,1569,1686,-2,0,-10,-117,0.930604982206406
"1417",16171,"Sweden","Switzerland",1,0,13,9,1569,1606,1,Inf,-4,-37,0.976961394769614
"1418",16171,"Switzerland","Sweden",0,1,9,13,1606,1569,-1,0,4,37,1.02358189929892
"1419",16169,"Croatia","Denmark",1,1,10,7,1605,1631,0,1,-3,-26,0.98405885959534
"1420",16169,"Denmark","Croatia",1,1,7,10,1631,1605,0,1,3,26,1.01619937694704
"1421",16168,"Russia","Spain",1,1,21,5,1462,1648,0,1,-16,-186,0.887135922330097
"1422",16168,"Spain","Russia",1,1,5,21,1648,1462,0,1,16,186,1.12722298221614
"1423",16165,"England","Belgium",0,1,3,1,1686,1783,-1,0,-2,-97,0.94559730790802
"1424",16165,"Belgium","England",1,0,1,3,1783,1686,1,Inf,2,97,1.05753262158956
"1425",16159,"Croatia","Iceland",2,1,10,29,1605,1415,1,2,19,190,1.13427561837456
"1426",16159,"Iceland","Croatia",1,2,29,10,1415,1605,-1,0.5,-19,-190,0.881619937694704
"1427",16158,"Denmark","France",0,0,7,2,1631,1757,0,NA,-5,-126,0.928286852589641
"1428",16158,"France","Denmark",0,0,2,7,1757,1631,0,NA,5,126,1.07725321888412
"1429",16152,"Germany","Sweden",2,1,8,13,1609,1569,1,2,5,40,1.02549394518802
"1430",16152,"Sweden","Germany",1,2,13,8,1569,1609,-1,0.5,-5,-40,0.97513983840895
"1431",16150,"Serbia","Switzerland",1,2,17,9,1512,1606,-1,0.5,-8,-94,0.941469489414695
"1432",16150,"Switzerland","Serbia",2,1,9,17,1606,1512,1,2,8,94,1.06216931216931
"1433",16131,"Portugal","Spain",3,3,4,5,1666,1648,0,1,1,18,1.01092233009709
"1434",16131,"Spain","Portugal",3,3,5,4,1648,1666,0,1,-1,-18,0.989195678271308
"1435",16129,"Poland","Lithuania",4,0,14,48,1549,1102,4,Inf,34,447,1.40562613430127
"1436",16129,"Lithuania","Poland",0,4,48,14,1102,1549,-4,0,-34,-447,0.711426726920594
"1437",16121,"Finland","Belarus",2,0,30,38,1410,1276,2,Inf,8,134,1.10501567398119
"1438",16121,"Belarus","Finland",0,2,38,30,1276,1410,-2,0,-8,-134,0.904964539007092
"1439",16118,"Latvia","Azerbaijan",1,3,49,43,1081,1168,-2,0.333333333333333,-6,-87,0.925513698630137
"1440",16118,"Azerbaijan","Latvia",3,1,43,49,1168,1081,2,3,6,87,1.08048103607771
"1441",16107,"Belarus","Hungary",1,1,38,20,1276,1468,0,1,-18,-192,0.869209809264305
"1442",16107,"Hungary","Belarus",1,1,20,38,1468,1276,0,1,18,192,1.15047021943574
"1443",16105,"Luxembourg","Georgia",1,0,41,40,1244,1259,1,Inf,-1,-15,0.988085782366958
"1444",16105,"Georgia","Luxembourg",0,1,40,41,1259,1244,-1,0,1,15,1.0120578778135
"1445",16104,"Romania","Finland",2,0,24,30,1449,1410,2,Inf,6,39,1.02765957446809
"1446",16104,"Finland","Romania",0,2,30,24,1410,1449,-2,0,-6,-39,0.973084886128364
"1447",16103,"Russia","Turkey",1,1,21,18,1462,1505,0,1,-3,-43,0.971428571428571
"1448",16103,"Turkey","Russia",1,1,18,21,1505,1462,0,1,3,43,1.02941176470588
"1449",16102,"Lithuania","Latvia",1,1,48,49,1102,1081,0,1,1,21,1.01942645698427
"1450",16102,"Latvia","Lithuania",1,1,49,48,1081,1102,0,1,-1,-21,0.980943738656987
"1451",16101,"Kazakhstan","Azerbaijan",3,0,47,43,1147,1168,3,Inf,-4,-21,0.982020547945205
"1452",16101,"Azerbaijan","Kazakhstan",0,3,43,47,1168,1147,-3,0,4,21,1.01830863121186
"1453",16100,"Italy","Netherlands",1,1,6,11,1642,1598,0,1,5,44,1.02753441802253
"1454",16100,"Netherlands","Italy",1,1,11,6,1598,1642,0,1,-5,-44,0.97320341047503
"1455",16097,"Armenia","Moldova",0,0,39,52,1273,948,0,NA,13,325,1.34282700421941
"1456",16097,"Moldova","Armenia",0,0,52,39,948,1273,0,NA,-13,-325,0.744697564807541
"1457",16096,"Spain","Switzerland",1,1,5,9,1648,1606,0,1,4,42,1.02615193026152
"1458",16096,"Switzerland","Spain",1,1,9,5,1606,1648,0,1,-4,-42,0.974514563106796
"1459",16093,"Albania","Ukraine",1,4,35,16,1362,1514,-3,0.25,-19,-152,0.899603698811096
"1460",16093,"Ukraine","Albania",4,1,16,35,1514,1362,3,4,19,152,1.11160058737151
"1461",16090,"Iceland","Norway",2,3,29,23,1415,1452,-1,0.666666666666667,-6,-37,0.974517906336088
"1462",16090,"Norway","Iceland",3,2,23,29,1452,1415,1,1.5,6,37,1.02614840989399
"1463",16088,"Belgium","Portugal",0,0,1,4,1783,1666,0,NA,3,117,1.07022809123649
"1464",16088,"Portugal","Belgium",0,0,4,1,1666,1783,0,NA,-3,-117,0.934380257992148
"1465",16087,"Montenegro","Slovenia",0,2,34,33,1368,1369,-2,0,-1,-1,0.99926953981008
"1466",16087,"Slovenia","Montenegro",2,0,33,34,1369,1368,2,Inf,1,1,1.00073099415205
"1467",16086,"Sweden","Denmark",0,0,13,7,1569,1631,0,NA,-6,-62,0.961986511342734
"1468",16086,"Denmark","Sweden",0,0,7,13,1631,1569,0,NA,6,62,1.03951561504143
"1469",16085,"Austria","Germany",2,1,15,8,1523,1609,1,2,-7,-86,0.946550652579242
"1470",16085,"Germany","Austria",1,2,8,15,1609,1523,-1,0.5,7,86,1.0564674983585
"1471",16083,"Latvia","Estonia",1,0,49,45,1081,1161,1,Inf,-4,-80,0.931093884582257
"1472",16083,"Estonia","Latvia",0,1,45,49,1161,1081,-1,0,4,80,1.07400555041628
"1473",16082,"France","Italy",3,1,2,6,1757,1642,2,3,4,115,1.0700365408039
"1474",16082,"Italy","France",1,3,6,2,1642,1757,-2,0.333333333333333,-4,-115,0.934547524188958
"1475",16080,"Georgia","Malta",1,0,40,51,1259,955,1,Inf,11,304,1.31832460732984
"1476",16080,"Malta","Georgia",0,1,51,40,955,1259,-1,0,-11,-304,0.758538522637013
"1477",16077,"Slovakia","Netherlands",1,1,19,11,1475,1598,0,1,-8,-123,0.923028785982478
"1478",16077,"Netherlands","Slovakia",1,1,11,19,1598,1475,0,1,8,123,1.08338983050847
"1479",16073,"Austria","Russia",1,0,15,21,1523,1462,1,Inf,6,61,1.04172366621067
"1480",16073,"Russia","Austria",0,1,21,15,1462,1523,-1,0,-6,-61,0.95994747209455
"1481",16072,"Estonia","Lithuania",2,0,45,48,1161,1102,2,Inf,3,59,1.0535390199637
"1482",16072,"Lithuania","Estonia",0,2,48,45,1102,1161,-2,0,-3,-59,0.949181739879414
"1483",16069,"Albania","Kosovo",0,3,35,46,1362,1151,-3,0,11,211,1.18331885317116
"1484",16069,"Kosovo","Albania",3,0,46,35,1151,1362,3,Inf,-11,-211,0.845080763582966
"1485",16068,"Armenia","Malta",1,1,39,51,1273,955,0,1,12,318,1.33298429319372
"1486",16068,"Malta","Armenia",1,1,51,39,955,1273,0,1,-12,-318,0.75019638648861
"1487",16055,"England","Italy",1,1,3,6,1686,1642,0,1,3,44,1.02679658952497
"1488",16055,"Italy","England",1,1,6,3,1642,1686,0,1,-3,-44,0.973902728351127
"1489",16050,"Luxembourg","Austria",0,4,41,15,1244,1523,-4,0,-26,-279,0.816808929743926
"1490",16050,"Austria","Luxembourg",4,0,15,41,1523,1244,4,Inf,26,279,1.22427652733119
"1491",16049,"Romania","Sweden",1,0,24,13,1449,1569,1,Inf,-11,-120,0.923518164435946
"1492",16049,"Sweden","Romania",0,1,13,24,1569,1449,-1,0,11,120,1.08281573498965
"1493",16048,"Slovenia","Belarus",0,2,33,38,1369,1276,-2,0,5,93,1.07288401253918
"1494",16048,"Belarus","Slovenia",2,0,38,33,1276,1369,2,Inf,-5,-93,0.932067202337473
"1495",16046,"Hungary","Scotland",0,1,20,25,1468,1441,-1,0,5,27,1.01873698820264
"1496",16046,"Scotland","Hungary",1,0,25,20,1441,1468,1,Inf,-5,-27,0.981607629427793
"1497",16042,"Montenegro","Turkey",2,2,34,18,1368,1505,0,1,-16,-137,0.908970099667774
"1498",16042,"Turkey","Montenegro",2,2,18,34,1505,1368,0,1,16,137,1.10014619883041
"1499",16038,"Russia","France",1,3,21,2,1462,1757,-2,0.333333333333333,-19,-295,0.832100170745589
"1500",16038,"France","Russia",3,1,2,21,1757,1462,2,3,19,295,1.20177838577291
"1501",16037,"Georgia","Estonia",2,0,40,45,1259,1161,2,Inf,5,98,1.08440999138674
"1502",16037,"Estonia","Georgia",0,2,45,40,1161,1259,-2,0,-5,-98,0.922160444797458
"1503",16036,"Armenia","Lithuania",0,1,39,48,1273,1102,-1,0,9,171,1.1551724137931
"1504",16036,"Lithuania","Armenia",1,0,48,39,1102,1273,1,Inf,-9,-171,0.865671641791045
"1505",16034,"Netherlands","Portugal",3,0,11,4,1598,1666,3,Inf,-7,-68,0.959183673469388
"1506",16034,"Portugal","Netherlands",0,3,4,11,1666,1598,-3,0,7,68,1.04255319148936
"1507",16033,"Albania","Norway",0,1,35,23,1362,1452,-1,0,-12,-90,0.93801652892562
"1508",16033,"Norway","Albania",1,0,23,35,1452,1362,1,Inf,12,90,1.06607929515419
"1509",16032,"Finland","Malta",5,0,30,51,1410,955,5,Inf,21,455,1.47643979057592
"1510",16032,"Malta","Finland",0,5,51,30,955,1410,-5,0,-21,-455,0.677304964539007
"1511",16031,"Bulgaria","Kazakhstan",2,1,36,47,1339,1147,1,2,11,192,1.16739319965126
"1512",16031,"Kazakhstan","Bulgaria",1,2,47,36,1147,1339,-1,0.5,-11,-192,0.856609410007468
"1513",16028,"Faroe Islands","Liechtenstein",3,0,44,53,1165,911,3,Inf,9,254,1.2788144895719
"1514",16028,"Liechtenstein","Faroe Islands",0,3,53,44,911,1165,-3,0,-9,-254,0.781974248927039
"1515",16027,"Gibraltar","Latvia",1,0,54,49,880,1081,1,Inf,-5,-201,0.814061054579093
"1516",16027,"Latvia","Gibraltar",0,1,49,54,1081,880,-1,0,5,201,1.22840909090909
"1517",16024,"Israel","Romania",1,2,37,24,1283,1449,-1,0.5,-13,-166,0.88543823326432
"1518",16024,"Romania","Israel",2,1,24,37,1449,1283,1,2,13,166,1.12938425565082
"1519",16022,"Georgia","Lithuania",4,0,40,48,1259,1102,4,Inf,8,157,1.14246823956443
"1520",16022,"Lithuania","Georgia",0,4,48,40,1102,1259,-4,0,-8,-157,0.875297855440826
"1521",16020,"Armenia","Estonia",0,0,39,45,1273,1161,0,NA,6,112,1.09646856158484
"1522",16020,"Estonia","Armenia",0,0,45,39,1161,1273,0,NA,-6,-112,0.912018853102907
"1523",16016,"Netherlands","England",0,1,11,3,1598,1686,-1,0,-8,-88,0.947805456702254
"1524",16016,"England","Netherlands",1,0,3,11,1686,1598,1,Inf,8,88,1.05506883604506
"1525",16015,"Germany","Spain",1,1,8,5,1609,1648,0,1,-3,-39,0.976334951456311
"1526",16015,"Spain","Germany",1,1,5,8,1648,1609,0,1,3,39,1.02423865755127
"1527",16012,"Austria","Slovenia",3,0,15,33,1523,1369,3,Inf,18,154,1.11249086924763
"1528",16012,"Slovenia","Austria",0,3,33,15,1369,1523,-3,0,-18,-154,0.898883782009192
"1529",16007,"Greece","Switzerland",0,1,28,9,1418,1606,-1,0,-19,-188,0.88293897882939
"1530",16007,"Switzerland","Greece",1,0,9,28,1606,1418,1,Inf,19,188,1.13258110014104
"1531",16006,"Hungary","Kazakhstan",2,3,20,47,1468,1147,-1,0.666666666666667,27,321,1.27986050566696
"1532",16006,"Kazakhstan","Hungary",3,2,47,20,1147,1468,1,1.5,-27,-321,0.78133514986376
"1533",16000,"Cyprus","Montenegro",0,0,42,34,1240,1368,0,NA,-8,-128,0.906432748538012
"1534",16000,"Montenegro","Cyprus",0,0,34,42,1368,1240,0,NA,8,128,1.10322580645161
"1535",15999,"Azerbaijan","Belarus",0,1,43,38,1168,1276,-1,0,-5,-108,0.915360501567398
"1536",15999,"Belarus","Azerbaijan",1,0,38,43,1276,1168,1,Inf,5,108,1.09246575342466
"1537",15996,"Malta","Luxembourg",0,1,51,41,955,1244,-1,0,-10,-289,0.767684887459807
"1538",15996,"Luxembourg","Malta",1,0,41,51,1244,955,1,Inf,10,289,1.30261780104712
"1539",15995,"Faroe Islands","Latvia",1,1,44,49,1165,1081,0,1,5,84,1.0777058279371
"1540",15995,"Latvia","Faroe Islands",1,1,49,44,1081,1165,0,1,-5,-84,0.927896995708155
"1541",15992,"Liechtenstein","Andorra",0,1,53,50,911,1034,-1,0,-3,-123,0.881044487427466
"1542",15992,"Andorra","Liechtenstein",1,0,50,53,1034,911,1,Inf,3,123,1.13501646542261
"1543",15988,"Azerbaijan","Moldova",0,0,43,52,1168,948,0,NA,9,220,1.23206751054852
"1544",15988,"Moldova","Azerbaijan",0,0,52,43,948,1168,0,NA,-9,-220,0.811643835616438
"1545",15981,"Estonia","Sweden",1,1,45,13,1161,1569,0,1,-32,-408,0.739961759082218
"1546",15981,"Sweden","Estonia",1,1,13,45,1569,1161,0,1,32,408,1.35142118863049
"1547",15971,"Germany","France",2,2,8,2,1609,1757,0,1,-6,-148,0.915765509391007
"1548",15971,"France","Germany",2,2,2,8,1757,1609,0,1,6,148,1.09198259788689
"1549",15968,"Romania","Netherlands",0,3,24,11,1449,1598,-3,0,-13,-149,0.906758448060075
"1550",15968,"Netherlands","Romania",3,0,11,24,1598,1449,3,Inf,13,149,1.10282953761215
"1551",15967,"Russia","Spain",3,3,21,5,1462,1648,0,1,-16,-186,0.887135922330097
"1552",15967,"Spain","Russia",3,3,5,21,1648,1462,0,1,16,186,1.12722298221614
"1553",15966,"Slovakia","Norway",1,0,19,23,1475,1452,1,Inf,4,23,1.01584022038567
"1554",15966,"Norway","Slovakia",0,1,23,19,1452,1475,-1,0,-4,-23,0.984406779661017
"1555",15962,"Italy","Sweden",0,0,6,13,1642,1569,0,NA,7,73,1.04652644996813
"1556",15962,"Sweden","Italy",0,0,13,6,1569,1642,0,NA,-7,-73,0.955542021924482
"1557",15961,"Kosovo","Latvia",4,3,46,49,1151,1081,1,1.33333333333333,3,70,1.06475485661425
"1558",15961,"Latvia","Kosovo",3,4,49,46,1081,1151,-1,0.75,-3,-70,0.939183318853171
"1559",15960,"Turkey","Albania",2,3,18,35,1505,1362,-1,0.666666666666667,17,143,1.10499265785609
"1560",15960,"Albania","Turkey",3,2,35,18,1362,1505,1,1.5,-17,-143,0.904983388704319
"1561",15958,"Georgia","Belarus",2,2,40,38,1259,1276,0,1,-2,-17,0.986677115987461
"1562",15958,"Belarus","Georgia",2,2,38,40,1276,1259,0,1,2,17,1.01350277998411
"1563",15957,"Armenia","Cyprus",3,2,39,42,1273,1240,1,1.5,3,33,1.02661290322581
"1564",15957,"Cyprus","Armenia",2,3,42,39,1240,1273,-1,0.666666666666667,-3,-33,0.974076983503535
"1565",15956,"Greece","Croatia",0,0,28,10,1418,1605,0,NA,-18,-187,0.883489096573209
"1566",15956,"Croatia","Greece",0,0,10,28,1605,1418,0,NA,18,187,1.13187588152327
"1567",15955,"Switzerland","Northern Ireland",0,0,9,27,1606,1425,0,NA,18,181,1.12701754385965
"1568",15955,"Northern Ireland","Switzerland",0,0,27,9,1425,1606,0,NA,-18,-181,0.887297633872976
"1569",15954,"Malta","Estonia",0,3,51,45,955,1161,-3,0,-6,-206,0.822566752799311
"1570",15954,"Estonia","Malta",3,0,45,51,1161,955,3,Inf,6,206,1.21570680628272
"1571",15947,"France","Wales",2,0,2,12,1757,1570,2,Inf,10,187,1.11910828025478
"1572",15947,"Wales","France",0,2,12,2,1570,1757,-2,0,-10,-187,0.893568582811611
"1573",15946,"England","Germany",0,0,3,8,1686,1609,0,NA,5,77,1.04785581106277
"1574",15946,"Germany","England",0,0,8,3,1609,1686,0,NA,-5,-77,0.954329774614472
"1575",15945,"Sweden","Italy",1,0,13,6,1569,1642,1,Inf,-7,-73,0.955542021924482
"1576",15945,"Italy","Sweden",0,1,6,13,1642,1569,-1,0,7,73,1.04652644996813
"1577",15942,"Ukraine","Slovakia",2,1,16,19,1514,1475,1,2,3,39,1.0264406779661
"1578",15942,"Slovakia","Ukraine",1,2,19,16,1475,1514,-1,0.5,-3,-39,0.974240422721268
"1579",15941,"Georgia","Cyprus",1,0,40,42,1259,1240,1,Inf,2,19,1.01532258064516
"1580",15941,"Cyprus","Georgia",0,1,42,40,1240,1259,-1,0,-2,-19,0.984908657664813
"1581",15939,"Scotland","Netherlands",0,1,25,11,1441,1598,-1,0,-14,-157,0.901752190237797
"1582",15939,"Netherlands","Scotland",1,0,11,25,1598,1441,1,Inf,14,157,1.1089521165857
"1583",15938,"Northern Ireland","Switzerland",0,1,27,9,1425,1606,-1,0,-18,-181,0.887297633872976
"1584",15938,"Switzerland","Northern Ireland",1,0,9,27,1606,1425,1,Inf,18,181,1.12701754385965
"1585",15937,"Croatia","Greece",4,1,10,28,1605,1418,3,4,18,187,1.13187588152327
"1586",15937,"Greece","Croatia",1,4,28,10,1418,1605,-3,0.25,-18,-187,0.883489096573209
"1587",15936,"Luxembourg","Hungary",2,1,41,20,1244,1468,1,2,-21,-224,0.847411444141689
"1588",15936,"Hungary","Luxembourg",1,2,20,41,1468,1244,-1,0.5,21,224,1.18006430868167
"1589",15935,"Romania","Turkey",2,0,24,18,1449,1505,2,Inf,-6,-56,0.962790697674419
"1590",15935,"Turkey","Romania",0,2,18,24,1505,1449,-2,0,6,56,1.03864734299517
"1591",15934,"Finland","Estonia",3,0,30,45,1410,1161,3,Inf,15,249,1.21447028423773
"1592",15934,"Estonia","Finland",0,3,45,30,1161,1410,-3,0,-15,-249,0.823404255319149
"1593",15933,"Armenia","Belarus",4,1,39,38,1273,1276,3,4,-1,-3,0.997648902821317
"1594",15933,"Belarus","Armenia",1,4,38,39,1276,1273,-3,0.25,1,3,1.00235663786332
"1595",15932,"Czech Republic","Iceland",2,1,22,29,1458,1415,1,2,7,43,1.03038869257951
"1596",15932,"Iceland","Czech Republic",1,2,29,22,1415,1458,-1,0.5,-7,-43,0.970507544581619
"1597",15930,"France","Belarus",2,1,2,38,1757,1276,1,2,36,481,1.3769592476489
"1598",15930,"Belarus","France",1,2,38,2,1276,1757,-1,0.5,-36,-481,0.726237905520774
"1599",15929,"Luxembourg","Bulgaria",1,1,41,36,1244,1339,0,1,-5,-95,0.929051530993279
"1600",15929,"Bulgaria","Luxembourg",1,1,36,41,1339,1244,0,1,5,95,1.07636655948553
"1601",15928,"Netherlands","Sweden",2,0,11,13,1598,1569,2,Inf,2,29,1.01848311026131
"1602",15928,"Sweden","Netherlands",0,2,13,11,1569,1598,-2,0,-2,-29,0.981852315394243
"1603",15927,"Hungary","Faroe Islands",1,0,20,44,1468,1165,1,Inf,24,303,1.26008583690987
"1604",15927,"Faroe Islands","Hungary",0,1,44,20,1165,1468,-1,0,-24,-303,0.793596730245232
"1605",15926,"Latvia","Andorra",4,0,49,50,1081,1034,4,Inf,1,47,1.04545454545455
"1606",15926,"Andorra","Latvia",0,4,50,49,1034,1081,-4,0,-1,-47,0.956521739130435
"1607",15925,"Portugal","Switzerland",2,0,4,9,1666,1606,2,Inf,5,60,1.0373599003736
"1608",15925,"Switzerland","Portugal",0,2,9,4,1606,1666,-2,0,-5,-60,0.963985594237695
"1609",15924,"Belgium","Cyprus",4,0,1,42,1783,1240,4,Inf,41,543,1.43790322580645
"1610",15924,"Cyprus","Belgium",0,4,42,1,1240,1783,-4,0,-41,-543,0.695457094784072
"1611",15922,"Greece","Gibraltar",4,0,28,54,1418,880,4,Inf,26,538,1.61136363636364
"1612",15922,"Gibraltar","Greece",0,4,54,28,880,1418,-4,0,-26,-538,0.620592383638928
"1613",15920,"Moldova","Austria",0,1,52,15,948,1523,-1,0,-37,-575,0.622455679579777
"1614",15920,"Austria","Moldova",1,0,15,52,1523,948,1,Inf,37,575,1.60654008438819
"1615",15919,"Serbia","Georgia",1,0,17,40,1512,1259,1,Inf,23,253,1.20095313741064
"1616",15919,"Georgia","Serbia",0,1,40,17,1259,1512,-1,0,-23,-253,0.832671957671958
"1617",15917,"Albania","Italy",0,1,35,6,1362,1642,-1,0,-29,-280,0.829476248477466
"1618",15917,"Italy","Albania",1,0,6,35,1642,1362,1,Inf,29,280,1.20558002936858
"1619",15916,"Israel","Spain",0,1,37,5,1283,1648,-1,0,-32,-365,0.778519417475728
"1620",15916,"Spain","Israel",1,0,5,37,1648,1283,1,Inf,32,365,1.28448947778644
"1621",15914,"Ukraine","Croatia",0,2,16,10,1514,1605,-2,0,-6,-91,0.943302180685358
"1622",15914,"Croatia","Ukraine",2,0,10,16,1605,1514,2,Inf,6,91,1.06010568031704
"1623",15913,"Iceland","Kosovo",2,0,29,46,1415,1151,2,Inf,17,264,1.22936576889661
"1624",15913,"Kosovo","Iceland",0,2,46,29,1151,1415,-2,0,-17,-264,0.813427561837456
"1625",15912,"Finland","Turkey",2,2,30,18,1410,1505,0,1,-12,-95,0.93687707641196
"1626",15912,"Turkey","Finland",2,2,18,30,1505,1410,0,1,12,95,1.06737588652482
"1627",15911,"Czech Republic","San Marino",5,0,22,55,1458,804,5,Inf,33,654,1.8134328358209
"1628",15911,"San Marino","Czech Republic",0,5,55,22,804,1458,-5,0,-33,-654,0.551440329218107
"1629",15910,"Germany","Azerbaijan",5,1,8,43,1609,1168,4,5,35,441,1.37756849315068
"1630",15910,"Azerbaijan","Germany",1,5,43,8,1168,1609,-4,0.2,-35,-441,0.72591671845867
"1631",15909,"Norway","Northern Ireland",1,0,23,27,1452,1425,1,Inf,4,27,1.01894736842105
"1632",15909,"Northern Ireland","Norway",0,1,27,23,1425,1452,-1,0,-4,-27,0.981404958677686
"1633",15908,"Denmark","Romania",1,1,7,24,1631,1449,0,1,17,182,1.1256038647343
"1634",15908,"Romania","Denmark",1,1,24,7,1449,1631,0,1,-17,-182,0.888412017167382
"1635",15907,"Kazakhstan","Armenia",1,1,47,39,1147,1273,0,1,-8,-126,0.90102120974077
"1636",15907,"Armenia","Kazakhstan",1,1,39,47,1273,1147,0,1,8,126,1.10985178727114
"1637",15906,"Poland","Montenegro",4,2,14,34,1549,1368,2,2,20,181,1.13230994152047
"1638",15906,"Montenegro","Poland",2,4,34,14,1368,1549,-2,0.5,-20,-181,0.883150419625565
"1639",15905,"Slovenia","Scotland",2,2,33,25,1369,1441,0,1,-8,-72,0.950034698126301
"1640",15905,"Scotland","Slovenia",2,2,25,33,1441,1369,0,1,8,72,1.05259313367421
"1641",15904,"Lithuania","England",0,1,48,3,1102,1686,-1,0,-45,-584,0.65361803084223
"1642",15904,"England","Lithuania",1,0,3,48,1686,1102,1,Inf,45,584,1.52994555353902
"1643",15903,"Slovakia","Malta",3,0,19,51,1475,955,3,Inf,32,520,1.54450261780105
"1644",15903,"Malta","Slovakia",0,3,51,19,955,1475,-3,0,-32,-520,0.647457627118644
"1645",15902,"Belarus","Netherlands",1,3,38,11,1276,1598,-2,0.333333333333333,-27,-322,0.798498122653317
"1646",15902,"Netherlands","Belarus",3,1,11,38,1598,1276,2,3,27,322,1.25235109717868
"1647",15901,"Bulgaria","France",0,1,36,2,1339,1757,-1,0,-34,-418,0.762094479225953
"1648",15901,"France","Bulgaria",1,0,2,36,1757,1339,1,Inf,34,418,1.31217326362957
"1649",15900,"Andorra","Portugal",0,2,50,4,1034,1666,-2,0,-46,-632,0.620648259303721
"1650",15900,"Portugal","Andorra",2,0,4,50,1666,1034,2,Inf,46,632,1.61121856866538
"1651",15899,"Switzerland","Hungary",5,2,9,20,1606,1468,3,2.5,11,138,1.09400544959128
"1652",15899,"Hungary","Switzerland",2,5,20,9,1468,1606,-3,0.4,-11,-138,0.914072229140722
"1653",15898,"Cyprus","Greece",1,2,42,28,1240,1418,-1,0.5,-14,-178,0.874471086036671
"1654",15898,"Greece","Cyprus",2,1,28,42,1418,1240,1,2,14,178,1.14354838709677
"1655",15897,"Sweden","Luxembourg",8,0,13,41,1569,1244,8,Inf,28,325,1.2612540192926
"1656",15897,"Luxembourg","Sweden",0,8,41,13,1244,1569,-8,0,-28,-325,0.792861695347355
"1657",15896,"Faroe Islands","Latvia",0,0,44,49,1165,1081,0,NA,5,84,1.0777058279371
"1658",15896,"Latvia","Faroe Islands",0,0,49,44,1081,1165,0,NA,-5,-84,0.927896995708155
"1659",15895,"Gibraltar","Estonia",0,6,54,45,880,1161,-6,0,-9,-281,0.757967269595177
"1660",15895,"Estonia","Gibraltar",6,0,45,54,1161,880,6,Inf,9,281,1.31931818181818
